tweet,label
im always serious because if i dont get good grades i basically have no backup plan i no get talent like thatto do skit mbanu someone will now ask me why im always in law library fimile,2
yes e dey work e don work for me before,0
and twitter erich oloyinbo wont be bothered anyway as e dey pain them e dey sweet us,0
came across this igbo guys handle here and dude tweets sensibly went through his tweets and im like okuuurrr i have to dm slide to the media and + pictures all gifs and memes what is wrong with with you guys na at least put avi make i see market way i wan price,2
aunty e be like say you go go find this boyfriend wey you wan build for your head ooo,2
chelsea the third wey una no wan give man u before una don finally give us on a platter of gold thank you livepool worthy champs,1
we plenty o me sef dey wait for my own supply,1
special greetings to my salary earning customers shey una dey alright im just greeting u ni,0
i had to remind my tailor to allow me breathe because this waist snatching is becoming something else please my dear let me breathe na who dey alive dey wear asoebi,2
kai for wer abeghmmm lv dem joh anything wey sweet no good for poor man body for dis country,2
mood finally is resuming boss don comot from office light no dey my sends me off to s high way give me transport to take go back office cos like this i don lost,0
frosh somebody freshest of his kind chairman na dem dey rush us association member beard gang group,0
oya sister rest na or you just like to cry kpele ooo continue im bringing bucket im saying it again chike did not win becos hes igbo you can die now,2
na small children like u na dey knack pass,2
guyyyyy i go dey open mouth dey sleep i go dey open mouth watch film i go dey open mouth dey smile see ehn no just worry my handle go change to king of smiles,0
anon abeg na the birthday gift way i de find be this,1
na so i fit chop am baba d swallow no go fit flow well if i no mix at least i must mix soups if i wan chop if na yoruba cafeteria na chop like or soups nd its flows tru,1
wow i give up stupidity no dey catch person for old na from youth e dey start but thats crazy except u were in a relationship with him or something,2
person say mc galaxy no get sense na why e dey always sing about soup first na oha now na ogbono very soon na afang and edikakong he go sing i felt it,2
any man wey dey look e girl whatsapp history and chat make he ready to buy paracetamol or boska,2
make person show me love buy me iphone na abeg show una boy love abeg,0
i guess has a word for naysayers speaking outside the confines of the benin moatshe said una dey craze,2
aunty sorry cardi b etim okon chukwudi afa na abeg u fit come uyo before you travel trust me youd like it here i fit snap u picture,0
i swear i no understand my account balance e be like say e dey leak somewhere,2
lol dem too dey form and las las nah dem dey marry,2
when my wife carry belle na this kind meal i suppose dey chop e no easy to drop sperm wey form baby,0
realmadrid will surely approve dat we de fan will surely be wit u on hazard up up upde galacticous,0
make e sing song abeg e voice sweet,0
am a little gangster wit de best star u can test if u r wit tester visits,0
but youre very talented sir i no fit whine you na,0
wedding don finish na camera man remember say him nor press recording talkless of save na the matter still they settle since ooo,2
i don hear na person don tell me,0
na money dem dey find na,0
u na baba dat way na em sure pass self,0
my friend dey this table sef,0
if i comot akure at all na ado ekiti i wan land ah nor want city stress ahbeg make small money and spend like a king now imagine when you begin to make money like highway robber,0
didnt i say itmo ti unfollow e na man wey wan sell fine gate,2
aligo abeg help me give akpors hot slap dis morning cus he no sabi anythingi vote aligo joor,2
im no longer patient with you people on monday im heading straight to office and every damn thing is going viral just reverse my money if you guys dont want more wahala from me,2
lucy sef dey dance wawu,0
my birthday na next month i don dey collect gifts sha,0
e be like say different teams dey lol segalink vs ogbeni dipo vs ydp the first two dey fight for who go take the shine for the last one wan hijack the protest from to but who dey fund ydp lol,2
even beebeehen never waka where i am laycon showmax wan waka ooo we are talking about countries outside africa ooo sho get like are you understanding how huge this is,0
e don dey leak,2
you brother die and you dey ask for amala,2
shebi na zanku wey i never perfect na im these hens are doing anyhow,2
person dey beat me for fifa still dey talk say bro your hand don dey strong o,2
dis na real cruise ooo maybe i go use the danomilk ng rolls do bandana catch cruise with nengi lets drink milk,0
them dey back the man e nor know say ball don change,2
okay we dey wait patiently,0
naso this morning i just dey remember the day i play odds wey later enter i just dey imagine say i put like k ontop am boom o ma ti dun ju,0
i dey toast one girl yesterday she just dey cap nonsense tope if ashawo tire you do runs which one is i can manage k but im not cheap i dont sleep out ‍️,2
no go think am oo hope sey no be wetin i dey reason you wan do,2
since quarantine started dey only baff once in days,2
the boy living with me came in october very small like a toddler today i dey look up to talk to him ‍️ what have i been doing wrong na wetin i chop him dey chop na except shawarma catfish peppersoup pork wey him no dey chop sef ‍️,2
i nor know whether na same dm we dey use,2
hunger wan kee me now you con dey tweet this kind thing,2
